0,0,105,125
0,80,115,126
0,160,136,140
0,240,123,159
0,320,137,106
85,0,110,115
80,87,130,118
85,160,127,114
87,240,111,105
83,320,125,103
155,0,110,115
160,77,118,106
150,158,114,157
163,242,111,105
157,318,128,104
240,0,159,115
235,100,164,200
241,285,159,114
